id,property_type,neighborhood,original_price,sale_price,days_to_sell,agent
3751,Condo,Ballard,1450891,1503249,13,Chris Williams
3752,House,Northgate,505396,581522,112,Sarah Davis
3753,Condo,West Seattle,425108,483001,68,Tom Taylor
3754,Apartment,Downtown,561420,562462,62,Jane Williams
3755,House,Beacon Hill,518832,576557,89,Mike Williams
3756,Condo,South Lake Union,1169886,1306681,101,Tom Jones
3757,House,Beacon Hill,366431,377133,30,Tom Jones
3758,Condo,Northgate,1304570,1432660,119,John Taylor
3759,Apartment,Capitol Hill,799028,827888,68,Sarah Johnson
3760,Apartment,South Lake Union,1356356,1484893,83,John Jones
3761,House,Capitol Hill,1055306,998096,76,Jane Brown
3762,House,South Lake Union,915458,980033,9,David Smith
3763,Condo,West Seattle,1201537,1119645,24,Laura Taylor
3764,Condo,Ballard,699607,719219,10,Chris Johnson
3765,House,West Seattle,720984,810705,100,Lisa Johnson
3766,Apartment,West Seattle,1379648,1255399,8,Jane Johnson
3767,House,Ballard,1160436,1178784,43,David Johnson
3768,Apartment,Capitol Hill,631702,742459,110,David Miller
3769,Condo,Beacon Hill,719536,805662,12,David Johnson
3770,Apartment,West Seattle,997103,935605,97,Tom Moore
3771,Condo,West Seattle,1183730,1400652,25,Emily Wilson
3772,Apartment,Capitol Hill,470678,463495,38,Sarah Johnson
3773,Apartment,Capitol Hill,1017746,947184,113,Tom Davis
3774,Apartment,South Lake Union,1328735,1372799,117,Jane Davis
3775,Apartment,Capitol Hill,916538,1029837,12,Chris Wilson
3776,House,Beacon Hill,399921,479067,10,Tom Smith
3777,House,Beacon Hill,1433179,1653283,25,Chris Miller
3778,Condo,West Seattle,713291,741220,9,Chris Brown
3779,Condo,West Seattle,344725,341048,26,John Jones
3780,House,South Lake Union,362769,359489,78,Sarah Smith
3781,Apartment,Downtown,973334,937285,114,Chris Smith
3782,Apartment,Ballard,964171,1026941,39,Sarah Jones
3783,House,South Lake Union,671664,753323,66,Lisa Moore
3784,Apartment,West Seattle,1334555,1588026,76,David Wilson
3785,Apartment,Capitol Hill,830194,990185,15,Sarah Brown
3786,Condo,South Lake Union,317031,351016,103,Chris Jones
3787,Condo,Beacon Hill,326658,375639,27,John Wilson
3788,Condo,Downtown,1457490,1377822,57,Lisa Jones
3789,House,South Lake Union,301573,339645,94,Chris Smith
3790,House,Capitol Hill,561697,629266,89,Chris Miller
3791,Apartment,Northgate,1448373,1635214,97,Jane Taylor
3792,House,Downtown,1184215,1153501,108,Sarah Taylor
3793,Apartment,Capitol Hill,771800,739190,111,John Williams
3794,House,South Lake Union,468282,451529,114,Mike Johnson
3795,Apartment,Northgate,475946,438518,28,David Williams
3796,Apartment,South Lake Union,857379,939652,28,Tom Williams
3797,House,Ballard,1147648,1259765,21,Lisa Smith
3798,House,Ballard,712387,841235,29,Emily Wilson
3799,House,West Seattle,1235240,1389741,37,Lisa Smith
3800,House,West Seattle,976371,952156,52,Tom Williams
3801,House,Downtown,1460977,1563382,67,Lisa Wilson
3802,Condo,Beacon Hill,874653,1014716,32,Mike Wilson
3803,Apartment,Capitol Hill,1279646,1160832,88,Emily Davis
3804,Apartment,Downtown,1459702,1482205,19,Chris Wilson
3805,Apartment,Beacon Hill,1495401,1442549,93,Lisa Miller
3806,Condo,West Seattle,1276370,1309943,19,Emily Johnson
3807,Apartment,South Lake Union,1143371,1143691,111,Tom Wilson
3808,Condo,Downtown,1053986,1162692,13,Mike Davis
3809,House,Ballard,681819,749453,103,Chris Taylor
3810,Condo,South Lake Union,898204,910414,119,David Wilson
3811,Condo,Downtown,1286734,1447762,69,Chris Smith
3812,House,Ballard,842510,962172,93,Mike Jones
3813,Apartment,Downtown,1493807,1717105,43,Laura Wilson
3814,House,Northgate,1406170,1345725,52,Tom Davis
3815,House,Ballard,799152,764489,117,Emily Wilson
3816,Apartment,Northgate,1450117,1600309,22,Lisa Moore
3817,Condo,Ballard,1012171,1167015,24,Chris Taylor
3818,Apartment,Capitol Hill,312993,337776,57,David Williams
3819,Apartment,Beacon Hill,857449,997733,100,Lisa Johnson
3820,Apartment,West Seattle,1481018,1401093,13,Lisa Jones
3821,House,Capitol Hill,811328,941661,35,Mike Brown
3822,House,West Seattle,916156,952746,17,David Davis
3823,Apartment,Ballard,1056991,1074210,1,David Miller
3824,Condo,Capitol Hill,493660,559238,3,Laura Wilson
3825,Condo,Downtown,1031882,962203,93,Lisa Wilson
3826,Apartment,West Seattle,830460,959453,115,Sarah Johnson
3827,Apartment,Beacon Hill,663086,602903,13,Lisa Jones
3828,Condo,Capitol Hill,920350,1065709,38,Sarah Taylor
3829,Apartment,South Lake Union,1022535,1217024,84,Laura Miller
3830,Condo,Ballard,696408,684077,62,John Brown
3831,Apartment,Beacon Hill,808209,756564,114,Sarah Moore
3832,Condo,West Seattle,931466,1001156,52,Laura Wilson
3833,House,West Seattle,1208617,1432447,87,Tom Davis
3834,Apartment,Downtown,545493,568413,108,David Davis
3835,House,Ballard,652896,734591,60,Chris Wilson
3836,Condo,Ballard,972906,1012148,61,Tom Davis
3837,Condo,Beacon Hill,943721,1028769,102,Lisa Jones
3838,Condo,Capitol Hill,1008546,1135645,43,Mike Miller
3839,Apartment,Capitol Hill,482982,490623,75,Tom Wilson
3840,House,Northgate,862087,861023,67,Mike Williams
3841,Condo,Ballard,1093101,1167096,94,Tom Jones
3842,House,South Lake Union,938222,859292,97,Jane Wilson
3843,Apartment,West Seattle,483363,571100,49,Emily Wilson
3844,House,Northgate,1363357,1595963,91,Laura Moore
3845,Apartment,Beacon Hill,770651,725187,10,Tom Taylor
3846,Condo,Northgate,631493,689854,96,Sarah Brown
3847,Condo,Northgate,562700,582136,89,Tom Jones
3848,Apartment,Downtown,340985,382814,97,John Moore
3849,Condo,West Seattle,738520,851117,119,Mike Jones
3850,House,Downtown,948987,992923,18,Tom Taylor
3851,Apartment,Capitol Hill,729868,833050,36,Chris Smith
3852,Condo,Northgate,780873,818842,20,Mike Taylor
3853,House,South Lake Union,1146560,1045432,90,Sarah Moore
3854,Apartment,South Lake Union,902994,964852,56,Tom Wilson
3855,House,Capitol Hill,1228406,1401091,32,Mike Miller
3856,House,South Lake Union,498867,569415,82,Sarah Taylor
3857,House,West Seattle,356189,403110,56,John Taylor
3858,House,Capitol Hill,1251409,1418800,78,Emily Smith
3859,Apartment,West Seattle,1491089,1699265,77,Emily Davis
3860,House,Beacon Hill,492470,517040,33,Mike Taylor
3861,House,Capitol Hill,1194890,1176788,110,Emily Johnson
3862,Apartment,Downtown,1290827,1240456,21,Sarah Taylor
3863,Condo,Beacon Hill,371566,357970,61,Emily Johnson
3864,Apartment,Ballard,323635,367912,1,Tom Williams
3865,Condo,Beacon Hill,805044,866672,47,Sarah Davis
3866,Condo,South Lake Union,453675,440604,20,John Moore
3867,Apartment,South Lake Union,1427688,1664924,114,Tom Wilson
3868,House,Beacon Hill,1123660,1191426,70,Sarah Johnson
3869,House,Capitol Hill,1170714,1368306,108,Laura Williams
3870,House,Beacon Hill,1128817,1124373,21,Mike Moore
3871,House,Northgate,663655,614332,99,Mike Williams
3872,Apartment,Northgate,717422,666547,80,Lisa Smith
3873,Condo,South Lake Union,948733,958211,85,Mike Moore
3874,Condo,Northgate,1124857,1295680,90,Sarah Moore
3875,House,West Seattle,1308941,1570195,108,Lisa Jones
3876,Apartment,Capitol Hill,405203,447456,34,Emily Brown
3877,House,Downtown,747258,865167,3,Laura Williams
3878,Condo,Beacon Hill,398449,443844,65,Sarah Wilson
3879,Apartment,Northgate,690268,637042,118,Tom Jones
3880,House,Beacon Hill,854533,874542,102,Sarah Taylor
3881,House,South Lake Union,994213,961398,91,Sarah Jones
3882,House,Downtown,310705,287198,73,Emily Johnson
3883,Condo,South Lake Union,713916,769333,27,Emily Johnson
3884,Apartment,Downtown,1444161,1360567,117,Chris Brown
3885,Apartment,West Seattle,1122895,1102447,117,Laura Davis
3886,Apartment,South Lake Union,1195109,1344058,51,David Wilson
3887,Condo,West Seattle,369357,437752,65,Sarah Taylor
3888,Condo,Downtown,1115333,1054546,106,Jane Smith
3889,Apartment,Downtown,1038281,1027698,32,Tom Jones
3890,Condo,Ballard,1182887,1378512,98,Chris Smith
3891,Condo,West Seattle,1209177,1157589,109,Mike Brown
3892,House,Capitol Hill,1156126,1163101,54,Sarah Taylor
3893,Apartment,Capitol Hill,783383,738022,51,Mike Miller
3894,Apartment,South Lake Union,516182,531671,29,David Williams
3895,Apartment,West Seattle,964073,978475,15,Laura Taylor
3896,Apartment,Beacon Hill,570361,675431,86,Mike Brown
3897,Condo,Downtown,322500,337845,100,Sarah Brown
3898,Condo,Downtown,832043,808821,111,Emily Davis
3899,House,Beacon Hill,429167,388514,22,Lisa Jones
3900,Apartment,Northgate,666424,711219,44,David Wilson
3901,Condo,West Seattle,684438,649609,99,Mike Smith
3902,Apartment,West Seattle,1161359,1137077,28,Laura Williams
3903,Condo,Beacon Hill,1377408,1627602,9,Sarah Moore
3904,Condo,Northgate,547104,621662,65,Mike Davis
3905,House,South Lake Union,723205,831036,102,Mike Williams
3906,Condo,Ballard,1119490,1118638,98,Sarah Moore
3907,House,Ballard,702610,728306,27,Chris Brown
3908,House,Capitol Hill,505030,499121,109,Mike Brown
3909,Condo,Ballard,600166,603404,94,Chris Brown
3910,Condo,South Lake Union,554633,519991,94,David Miller
3911,House,Capitol Hill,1115922,1120009,85,Sarah Taylor
3912,Apartment,West Seattle,1171339,1267256,69,Lisa Smith
3913,Apartment,Northgate,798442,929828,99,Lisa Jones
3914,House,Downtown,738104,834505,26,David Smith
3915,House,South Lake Union,652083,726294,108,Sarah Williams
3916,Apartment,Northgate,905675,911596,98,David Miller
3917,Condo,South Lake Union,1430074,1458754,14,John Williams
3918,Condo,Capitol Hill,1049895,993771,117,Lisa Johnson
3919,Condo,Northgate,1197343,1368022,28,Mike Moore
3920,Apartment,Northgate,1463274,1322228,31,David Williams
3921,Apartment,Northgate,1340899,1230005,11,Mike Moore
3922,Condo,South Lake Union,1027796,1201381,67,Emily Smith
3923,Apartment,South Lake Union,1146099,1166146,102,David Wilson
3924,House,South Lake Union,1141483,1079096,74,John Williams
3925,House,Downtown,908944,846123,120,Emily Johnson
3926,House,South Lake Union,478917,437357,82,Sarah Moore
3927,Apartment,Beacon Hill,744739,813141,15,Emily Williams
3928,Apartment,South Lake Union,993614,1040701,51,Lisa Brown
3929,Apartment,Ballard,940484,1043437,64,Emily Williams
3930,Apartment,Downtown,1338807,1526289,63,Tom Davis
3931,House,Downtown,1479299,1681362,4,Jane Smith
3932,Apartment,Capitol Hill,1157987,1359702,49,John Williams
3933,House,Downtown,601874,657934,22,Chris Johnson
3934,Apartment,Capitol Hill,674909,678224,119,Lisa Moore
3935,Apartment,Beacon Hill,1248087,1442276,47,Sarah Taylor
3936,Apartment,Downtown,1023354,1053176,109,David Miller
3937,House,Downtown,388487,456913,63,Lisa Smith
3938,House,Beacon Hill,1353717,1457249,9,Tom Williams
3939,Apartment,Northgate,1379768,1488368,24,Emily Moore
3940,Apartment,Capitol Hill,548956,556897,67,John Williams
3941,House,Ballard,847823,838187,79,Sarah Jones
3942,House,West Seattle,546193,543269,113,Jane Smith
3943,Condo,Ballard,665186,714925,70,Emily Moore
3944,House,Northgate,1293349,1245352,30,Tom Jones
3945,Apartment,West Seattle,1001237,1005381,112,Lisa Jones
3946,Condo,South Lake Union,1429766,1710264,78,Mike Davis
3947,Condo,Capitol Hill,1057747,1107568,33,John Williams
3948,Apartment,Beacon Hill,888726,993499,40,Laura Jones
3949,Apartment,Beacon Hill,762488,795143,70,Chris Taylor
3950,Condo,West Seattle,1366754,1284493,106,Mike Moore
3951,House,West Seattle,380578,455476,54,Laura Johnson
3952,House,Northgate,878059,1023135,44,John Williams
3953,House,Ballard,1486888,1562812,9,Mike Miller
3954,Condo,Ballard,993963,1131903,118,John Moore
3955,House,South Lake Union,943887,1011387,83,Sarah Jones
3956,Condo,Capitol Hill,1213557,1417786,115,Sarah Taylor
3957,Condo,Northgate,348482,370378,49,Tom Wilson
3958,House,West Seattle,570219,612637,90,Emily Davis
3959,Apartment,Downtown,440798,477881,100,Lisa Wilson
3960,Apartment,Capitol Hill,999178,990635,107,Mike Smith
3961,Apartment,Northgate,1407715,1683093,82,John Jones
3962,Apartment,Downtown,1084706,987495,61,Sarah Smith
3963,House,Northgate,361251,408443,118,Mike Jones
3964,House,Ballard,467212,489334,35,Laura Jones
3965,Condo,Ballard,580910,620099,52,Jane Smith
3966,House,South Lake Union,597224,591628,85,Mike Smith
3967,Condo,Downtown,1325339,1445788,27,Emily Wilson
3968,Condo,Ballard,1202715,1428108,27,David Davis
3969,House,Downtown,509527,479350,66,Sarah Brown
3970,House,Ballard,1330902,1518599,44,Laura Jones
3971,Condo,Beacon Hill,1373448,1566117,67,Laura Jones
3972,Condo,Capitol Hill,1066115,1235820,9,Jane Williams
3973,Condo,South Lake Union,840988,995266,93,Emily Johnson
3974,Apartment,South Lake Union,607007,688297,48,Sarah Wilson
3975,Apartment,Downtown,349809,411163,90,John Williams
3976,House,Capitol Hill,1018890,1028858,114,Laura Miller
3977,Apartment,Beacon Hill,341216,349552,19,Sarah Williams
3978,Apartment,West Seattle,417821,428271,3,Chris Miller
3979,House,Northgate,990643,1121572,38,Mike Brown
3980,House,Downtown,564892,658443,49,Mike Taylor
3981,Condo,Capitol Hill,543767,532204,101,Jane Brown
3982,House,Ballard,944527,922343,15,Chris Smith
3983,House,Northgate,903566,840358,8,Tom Jones
3984,Condo,Ballard,600981,593692,31,John Davis
3985,Condo,South Lake Union,873842,927855,65,Lisa Moore
3986,House,South Lake Union,1490621,1721678,63,Lisa Brown
3987,House,West Seattle,470109,429135,74,Lisa Miller
3988,Apartment,Capitol Hill,898059,829314,9,Chris Taylor
3989,Condo,Capitol Hill,373687,411726,45,John Williams
3990,House,Ballard,1091272,1205493,106,Chris Johnson
3991,Condo,Northgate,665796,628986,107,Lisa Moore
3992,House,South Lake Union,1389482,1566644,50,Laura Smith
3993,House,Beacon Hill,806901,761595,31,Chris Moore
3994,Apartment,Capitol Hill,815997,795303,76,Sarah Moore
3995,Apartment,Downtown,1280500,1389003,35,Emily Williams
3996,House,Northgate,683987,727721,1,Tom Wilson
3997,Condo,Capitol Hill,324062,333578,15,Emily Wilson
3998,Condo,South Lake Union,718551,845325,21,John Taylor
3999,Apartment,Capitol Hill,1094220,1222485,25,Chris Taylor
4000,Condo,Downtown,1123391,1021863,65,Sarah Williams
4001,Condo,Ballard,367778,361111,77,John Davis
4002,Condo,Northgate,493566,464642,27,Mike Brown
4003,Condo,West Seattle,360912,332024,114,Mike Brown
4004,Apartment,Northgate,1364616,1613242,34,Laura Williams
4005,House,West Seattle,1022095,985467,105,Lisa Johnson
4006,Condo,Beacon Hill,1109782,1244105,54,Lisa Smith
4007,Apartment,Beacon Hill,1464766,1443518,84,David Williams
4008,Apartment,Downtown,563649,536587,33,Chris Johnson
4009,Condo,Downtown,1420581,1499730,3,John Johnson
4010,House,Beacon Hill,801721,862899,55,Sarah Williams
4011,Condo,Beacon Hill,1159049,1171956,32,Emily Williams
4012,Condo,Downtown,522637,584533,85,Chris Taylor
4013,Condo,Downtown,1322816,1519008,120,Chris Moore
4014,Condo,South Lake Union,803478,843375,46,Mike Taylor
4015,House,Ballard,1164243,1149264,21,Laura Miller
4016,Apartment,West Seattle,1223518,1307271,15,Emily Miller
4017,House,Capitol Hill,885160,826435,50,Tom Wilson
4018,Apartment,Ballard,1125366,1253353,58,John Miller
4019,House,Ballard,1305202,1512583,7,Emily Davis
4020,House,Beacon Hill,1446278,1371324,79,Tom Williams
4021,Condo,Ballard,387333,422687,103,Jane Davis
4022,Apartment,Northgate,1230949,1370375,27,John Brown
4023,Apartment,Ballard,694952,755071,42,Sarah Taylor
4024,House,Capitol Hill,1373048,1346608,118,Emily Brown
4025,Condo,Beacon Hill,1459193,1647394,14,Chris Moore
4026,Condo,South Lake Union,669229,794506,90,Emily Wilson
4027,House,South Lake Union,1010220,1109453,86,Sarah Moore
4028,Apartment,Beacon Hill,666250,765271,114,Emily Jones
4029,Condo,Ballard,383365,440906,13,Sarah Johnson
4030,Condo,South Lake Union,1404276,1321072,39,Jane Davis
4031,House,Downtown,1165440,1205995,20,Sarah Davis
4032,Condo,Downtown,897697,866919,10,Sarah Taylor
4033,Condo,Capitol Hill,734335,867495,50,Lisa Moore
4034,Apartment,Northgate,1304214,1195573,64,Laura Williams
4035,House,Capitol Hill,974660,1010889,80,Laura Moore
4036,House,South Lake Union,1044379,970099,114,Chris Taylor
4037,House,Downtown,1355361,1534031,110,Chris Miller
4038,Condo,Downtown,918741,944438,86,John Taylor
4039,Condo,Capitol Hill,615487,733095,21,Laura Johnson
4040,Condo,Capitol Hill,581553,532648,71,John Williams
4041,Apartment,South Lake Union,1152200,1298481,49,Emily Wilson
4042,Condo,Downtown,1057430,1009765,37,David Taylor
4043,Condo,Beacon Hill,721634,654983,31,Emily Johnson
4044,Condo,Ballard,454927,476154,93,Laura Wilson
4045,Condo,Beacon Hill,1007724,1165918,80,David Davis
4046,Apartment,South Lake Union,1044130,1192423,36,Sarah Williams
4047,Apartment,West Seattle,410281,383230,43,Emily Johnson
4048,Apartment,Capitol Hill,450873,439054,89,Emily Johnson
4049,Apartment,Downtown,1222695,1209965,4,Emily Jones
4050,House,Ballard,1218870,1314046,74,Sarah Moore
4051,Apartment,Northgate,988169,1050352,81,Lisa Jones
4052,Apartment,Beacon Hill,312771,360704,111,Mike Smith
4053,Condo,Capitol Hill,367289,331350,112,Sarah Brown
4054,Apartment,Downtown,1160154,1349015,19,John Davis
4055,Condo,Downtown,1369581,1241190,45,Jane Johnson
4056,Condo,Beacon Hill,1407616,1470466,106,Tom Moore
4057,House,South Lake Union,362449,341409,73,Jane Davis
4058,House,Downtown,936722,1026181,7,Laura Taylor
4059,House,West Seattle,363775,394933,69,Chris Taylor
4060,Apartment,West Seattle,1086568,1171123,1,Chris Miller
4061,Condo,Northgate,302684,330236,43,Sarah Davis
4062,House,Northgate,1068927,1089186,94,Mike Jones
4063,Condo,Capitol Hill,956023,905313,20,Tom Jones
4064,Apartment,Downtown,1470516,1333910,95,Mike Moore
4065,House,Beacon Hill,524800,558405,44,Emily Smith
4066,House,South Lake Union,1115822,1011144,38,Sarah Smith
4067,House,South Lake Union,655879,768607,92,Sarah Moore
4068,House,Downtown,486233,495422,100,Chris Jones
4069,Apartment,Beacon Hill,903064,963583,19,Lisa Brown
4070,Apartment,Northgate,477268,559108,25,Mike Miller
4071,Apartment,South Lake Union,1354659,1377295,7,Laura Jones
4072,Condo,Downtown,966757,1137836,38,Chris Johnson
4073,House,Downtown,1127275,1216860,33,Jane Davis
4074,House,Ballard,306956,354612,96,David Davis
4075,Condo,Northgate,305339,320472,27,John Davis
4076,Apartment,Downtown,645292,635977,96,David Taylor
4077,Apartment,Capitol Hill,640438,609922,95,Laura Brown
4078,Apartment,Northgate,823870,752113,100,Chris Taylor
4079,House,West Seattle,1367019,1545276,14,Sarah Williams
4080,House,West Seattle,412252,485908,6,David Miller
4081,Apartment,West Seattle,799427,819133,13,Tom Moore
4082,House,South Lake Union,1249017,1166919,2,Sarah Taylor
4083,Apartment,South Lake Union,1436852,1504448,36,Tom Williams
4084,Condo,Downtown,1011569,1007931,43,Tom Jones
4085,House,West Seattle,648813,758793,53,Emily Brown
4086,House,South Lake Union,1319434,1337759,101,John Brown
4087,Condo,Beacon Hill,990287,968033,113,Tom Smith
4088,Condo,West Seattle,1215722,1161128,2,David Davis
4089,House,South Lake Union,1050452,1195625,116,Mike Moore
4090,Apartment,Beacon Hill,385525,403436,45,David Miller
4091,House,Capitol Hill,1413005,1573238,86,John Jones
4092,Apartment,Capitol Hill,1353011,1292432,41,Tom Davis
4093,Apartment,Northgate,842297,1010235,5,Emily Jones
4094,Apartment,Northgate,717977,724919,117,Mike Davis
4095,Condo,Capitol Hill,778882,769245,65,Sarah Smith
4096,Condo,South Lake Union,823534,798359,26,David Williams
4097,Condo,South Lake Union,576576,572256,14,Sarah Moore
4098,Apartment,Northgate,1013413,982203,47,Emily Moore
4099,Condo,South Lake Union,1176441,1135552,33,Lisa Johnson
4100,House,Northgate,389598,382493,90,Laura Davis
4101,Condo,Capitol Hill,840612,1006169,43,Chris Jones
4102,Apartment,Capitol Hill,993880,1123385,68,Emily Jones
4103,Apartment,Beacon Hill,851423,1010392,78,Emily Miller
4104,House,Northgate,1263393,1438614,68,John Wilson
4105,House,Ballard,699596,834400,49,Sarah Wilson
4106,Apartment,Downtown,1324355,1542481,55,Sarah Williams
4107,Condo,Capitol Hill,1468860,1651713,10,Lisa Brown
4108,Apartment,West Seattle,885535,845044,47,Sarah Smith
4109,Apartment,West Seattle,435445,416728,13,Mike Miller
4110,House,Downtown,1352195,1472076,23,David Taylor
4111,Apartment,Beacon Hill,1097614,1181427,24,David Brown
4112,Apartment,South Lake Union,1298946,1191801,17,David Brown
4113,Apartment,Beacon Hill,1425593,1373220,104,Laura Davis
4114,Apartment,Northgate,476603,560576,115,Sarah Johnson
4115,Condo,Capitol Hill,555295,666067,82,Mike Moore
4116,House,Capitol Hill,475614,509088,72,Sarah Moore
4117,Apartment,South Lake Union,635165,661267,26,Laura Wilson
4118,Apartment,South Lake Union,964829,1048043,93,Lisa Wilson
4119,Apartment,Capitol Hill,622085,626689,109,Jane Davis
4120,House,South Lake Union,481413,441343,38,Chris Brown
4121,Apartment,South Lake Union,828984,794255,4,David Miller
4122,Apartment,West Seattle,921303,837856,1,Mike Johnson
4123,Condo,South Lake Union,812418,820252,33,Tom Williams
4124,Apartment,Northgate,543072,525828,42,Laura Williams
4125,House,Capitol Hill,913049,1007677,94,Laura Taylor
4126,Apartment,Capitol Hill,1498100,1666784,1,Sarah Williams
4127,House,Northgate,429255,388194,50,Tom Jones
4128,Condo,Downtown,613731,576792,18,John Williams
4129,Apartment,Ballard,1152906,1199407,112,Emily Davis
4130,House,Beacon Hill,751458,772953,80,Lisa Miller
4131,Condo,West Seattle,1068550,1047285,30,John Williams
4132,House,West Seattle,739061,883978,78,Chris Moore
4133,Condo,West Seattle,1139840,1064757,101,Jane Wilson
4134,House,Downtown,981610,1128684,99,Chris Moore
4135,House,Capitol Hill,895847,908443,19,John Davis
4136,House,Beacon Hill,909700,1076257,1,Tom Wilson
4137,Condo,Ballard,1446069,1497130,110,Mike Smith
4138,House,South Lake Union,789531,859275,37,Emily Smith
4139,House,Northgate,596416,652696,95,Jane Brown
4140,Condo,South Lake Union,962294,1128113,17,David Wilson
4141,Apartment,Capitol Hill,1325074,1339166,27,Emily Brown
4142,House,Downtown,867157,1003850,32,Lisa Moore
4143,Condo,Beacon Hill,977667,979131,48,Lisa Smith
4144,House,Beacon Hill,1479467,1623798,120,Mike Taylor
4145,Apartment,Downtown,1095624,1017060,31,Lisa Moore
4146,Apartment,West Seattle,1181146,1382191,37,Lisa Smith
4147,Condo,Beacon Hill,543126,606327,51,Chris Smith
4148,House,Capitol Hill,1199814,1271871,60,Sarah Brown
4149,House,Downtown,425468,487836,16,Tom Smith
4150,Condo,Capitol Hill,1238300,1125129,71,John Williams
4151,House,West Seattle,453944,417876,111,Chris Jones
4152,Condo,Northgate,1288709,1462277,9,Chris Miller
4153,House,Northgate,1377434,1532081,94,Chris Taylor
4154,Apartment,Downtown,542432,537281,35,Chris Moore
4155,Apartment,Beacon Hill,812626,919001,107,Mike Brown
4156,Condo,West Seattle,1312021,1195019,46,John Davis
4157,Condo,West Seattle,1371292,1390088,44,Chris Moore
4158,House,Beacon Hill,1159873,1336908,42,Mike Moore
4159,Apartment,West Seattle,1058527,1140892,29,Tom Jones
4160,House,Northgate,1077607,1137033,64,Emily Smith
4161,House,Downtown,524448,591998,69,Chris Johnson
4162,House,Capitol Hill,836217,897505,67,Chris Wilson
4163,Apartment,Beacon Hill,445028,489466,105,Emily Johnson
4164,Apartment,Beacon Hill,337196,350377,67,Jane Taylor
4165,Apartment,South Lake Union,1065399,1109005,90,Lisa Johnson
4166,Apartment,South Lake Union,971666,1119163,10,Tom Taylor
4167,Apartment,South Lake Union,1138940,1119695,26,David Johnson
4168,Condo,Northgate,1424793,1660653,23,David Johnson
4169,Condo,Capitol Hill,362707,380286,114,Tom Moore
4170,House,Downtown,950427,1131754,74,Emily Johnson
4171,House,South Lake Union,1367723,1275257,111,Emily Davis
4172,Apartment,Ballard,1021475,1077801,28,Jane Davis
4173,House,Capitol Hill,928692,1033559,17,Lisa Davis
4174,Condo,Capitol Hill,655176,693100,44,Lisa Johnson
4175,Condo,Downtown,1309103,1351798,16,Laura Miller
4176,House,Downtown,1354778,1268483,74,Chris Brown
4177,Apartment,Downtown,1448492,1528170,105,Emily Miller
4178,Condo,Beacon Hill,1409247,1312471,119,Laura Miller
4179,Apartment,Beacon Hill,943876,946930,34,David Wilson
4180,Apartment,Downtown,1126709,1275725,116,David Davis
4181,Apartment,West Seattle,784954,934893,102,Laura Wilson
4182,Apartment,Capitol Hill,1440548,1479394,32,David Miller
4183,House,Downtown,435683,515487,56,Chris Wilson
4184,House,Northgate,1356770,1363595,64,Lisa Davis
4185,Condo,Beacon Hill,833675,883026,58,Laura Jones
4186,Condo,West Seattle,1333988,1514781,50,Tom Jones
4187,Apartment,West Seattle,1364023,1348584,17,Tom Jones
4188,Condo,Beacon Hill,301199,315338,34,Chris Taylor
4189,Condo,Capitol Hill,502155,518954,13,Tom Wilson
4190,Condo,Beacon Hill,713477,654857,101,John Johnson
4191,House,Downtown,360402,384710,12,Mike Taylor
4192,Condo,West Seattle,1101652,1288120,67,Chris Taylor
4193,Apartment,Ballard,931394,1109866,108,Emily Brown
4194,Condo,Downtown,451335,519626,76,Sarah Taylor
4195,Condo,Ballard,488545,458707,92,Laura Jones
4196,House,West Seattle,313306,371848,115,Tom Wilson
4197,Condo,West Seattle,847410,856423,53,David Smith
4198,House,West Seattle,757125,829292,27,Mike Miller
4199,Condo,Beacon Hill,971670,1056829,102,Lisa Johnson
4200,Condo,Northgate,307926,323684,106,John Davis
4201,House,South Lake Union,858883,874461,91,Chris Miller
4202,House,Ballard,547566,617243,37,Laura Moore
4203,House,Downtown,704198,709916,34,Jane Williams
4204,House,Downtown,909397,870153,25,Mike Brown
4205,Condo,South Lake Union,1363924,1275449,98,Chris Wilson
4206,House,Capitol Hill,371991,338807,3,Emily Davis
4207,House,South Lake Union,348265,322267,53,Lisa Moore
4208,Condo,South Lake Union,414964,492515,64,Lisa Miller
4209,Condo,Ballard,874226,929750,100,Emily Jones
4210,House,Beacon Hill,536967,593885,73,Sarah Smith
4211,Condo,Downtown,1108464,1302670,30,Laura Jones
4212,House,Beacon Hill,1199814,1436495,86,Laura Taylor
4213,Apartment,Capitol Hill,1390745,1504338,59,Lisa Jones
4214,Apartment,South Lake Union,1215519,1223656,31,Lisa Moore
4215,Apartment,South Lake Union,483737,551717,83,Laura Jones
4216,Condo,Northgate,967102,943369,25,Tom Williams
4217,House,Beacon Hill,836577,772069,37,Chris Smith
4218,Condo,Downtown,1423357,1398052,53,John Williams
4219,House,Northgate,816504,944391,22,Lisa Wilson
4220,Apartment,West Seattle,1112651,1216746,112,Mike Moore
4221,Condo,West Seattle,996856,904701,28,Emily Smith
4222,Condo,Ballard,1176728,1185415,66,Sarah Moore
4223,House,Beacon Hill,643595,767495,118,Mike Taylor
4224,Apartment,Beacon Hill,900676,822079,99,Sarah Jones
4225,Apartment,Capitol Hill,1182052,1078793,89,David Williams
4226,House,Beacon Hill,583133,586592,69,Sarah Moore
4227,House,Capitol Hill,347421,396639,105,Sarah Moore
4228,House,South Lake Union,970247,887277,72,Lisa Wilson
4229,Condo,Capitol Hill,619281,609047,42,Emily Wilson
